tahun,nama_provinsi,nama_kabupaten/kota,nama_kecamatan,nama_kelurahan,belum/tidakbekerja,mengurus_rumah_tangga,pelajar/mahasiswa,pensiunan,pegawai_negeri_sipil,tentara_nasional_indonesia,kepolisian_ri,perdagangan,petani_pekebun,peternak,nelayan/perikanan,industri,konstruksi,transportasi,karyawan_swasta,karyawan_bumn,karyawan_bumd,karyawan_honorer,buruh_harian_lepas,buruh_tani_perkebunan,buruh_nelayan_perikanan,buruh_peternakan,pembantu_rumah_tangga,tukang_cukur,tukang_listrik,tukang_batu,tukang_kayu,tukang_sol_sepatu,tukang_las_pandai_besi,tukang_jahit,tukang_gigi,penata_rias,penata_busana,penata_rambut,mekanik,seniman,tabib,paraji,perancang_busana,penterjemah,imam_mesjid,pendeta,pastor,wartawan,ustadz_mubaligh,juru_masak,promotor_acara,anggota_dpr_ri,anggota_dpd,anggota_bpk,presiden,wakil_presiden,anggota_mahkamah_konstitusi,anggota_kabinet_kementerian,duta_besar,gubernur,wakil_gubernur,bupati,wakil_bupati,walikota,wakil_walikota,anggota_dprd_provinsi,anggota_dprd_kabupaten_kota,dosen,guru,pilot,pengacara,notaris,arsitek,akuntan,konsultan,dokter,bidan,perawat,apoteker,psikiater_psikolog,penyiar_televisi,penyiar_radio,pelaut,peneliti,sopir,pialang,paranormal,pedagang,perangkat_desa,kepala_desa,biarawati,wiraswasta,lainnya,hakim
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,19168.0,21472.0,22479.0,224.0,145.0,56.0,59.0,3.0,6.0,,343.0,46.0,37.0,10.0,26661.0,20.0,1.0,17.0,4673.0,6.0,6.0,,1.0,,,,,,,1.0,,,,,5.0,9.0,,,1.0,,,10.0,,21.0,5.0,,,,,,,,,,,,,,,,,,,17.0,380.0,,9.0,,2.0,1.0,2.0,34.0,19.0,34.0,,,,,411.0,,532.0,,2.0,1.144,,,,9497.0,594.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,2203.0,2779.0,2665.0,50.0,23.0,8.0,3.0,1.0,1.0,,609.0,1.0,3.0,,2436.0,3.0,1.0,1.0,327.0,2.0,4.0,,2.0,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,27.0,,1.0,,1.0,1.0,,18.0,2.0,4.0,,,,,3.0,,41.0,,,42.0,,,,1142.0,61.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,5493.0,7150.0,7684.0,210.0,26.0,5.0,9.0,2.0,2.0,,16.0,30.0,27.0,2.0,8431.0,5.0,1.0,14.0,866.0,1.0,4.0,,6.0,,,,,,,1.0,,1.0,,,,6.0,,,1.0,,,7.0,1.0,8.0,1.0,,,,,,,,,,,,,,,,,,,7.0,114.0,1.0,3.0,2.0,1.0,1.0,3.0,47.0,4.0,1.0,,1.0,,,2.0,,74.0,,,173.0,,,3.0,3473.0,267.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,13222.0,19156.0,19518.0,177.0,83.0,25.0,20.0,4.0,4.0,,59.0,5.0,10.0,3.0,26404.0,12.0,4.0,21.0,1327.0,6.0,7.0,,6.0,,1.0,1.0,2.0,,1.0,11.0,2.0,2.0,3.0,,10.0,11.0,2.0,,,,,36.0,6.0,12.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,12.0,266.0,1.0,10.0,2.0,2.0,3.0,9.0,97.0,5.0,11.0,5.0,,,,10.0,,210.0,1.0,,910.0,,,10.0,7926.0,646.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,6130.0,11003.0,11819.0,613.0,35.0,7.0,6.0,10.0,4.0,1.0,1990.0,11.0,20.0,11.0,10344.0,42.0,1.0,11.0,142.0,2.0,15.0,,5.0,,,,,,,9.0,,,,,3.0,12.0,1.0,,2.0,1.0,1.0,36.0,2.0,9.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,34.0,176.0,11.0,11.0,4.0,11.0,16.0,13.0,184.0,5.0,2.0,3.0,1.0,,,16.0,2.0,23.0,,1.0,1.081,,,2.0,5190.0,429.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,7913.0,7987.0,8631.0,209.0,169.0,151.0,84.0,1.0,2.0,,7.0,11.0,4.0,6.0,10287.0,53.0,2.0,7.0,1367.0,2.0,2.0,,3.0,,,,,,,4.0,,,,,2.0,4.0,,,,,,29.0,,13.0,,,,1.0,,,,,,,,,,,,,,,,12.0,275.0,,11.0,1.0,,,,7.0,10.0,36.0,1.0,,,,430.0,,162.0,,,657.0,,,,2198.0,154.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,10931.0,13701.0,15655.0,804.0,627.0,73.0,58.0,9.0,2.0,,1.0,16.0,29.0,12.0,16822.0,111.0,9.0,40.0,1531.0,2.0,1.0,,6.0,,,,,,,7.0,,,,,5.0,14.0,1.0,,,,,31.0,18.0,30.0,3.0,,,1.0,,,,,1.0,,1.0,,,,,,,1.0,,49.0,563.0,2.0,27.0,3.0,3.0,1.0,6.0,130.0,28.0,38.0,7.0,,,,17.0,,230.0,,1.0,405.0,,,,5836.0,548.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,7698.0,9237.0,10546.0,198.0,136.0,47.0,18.0,2.0,1.0,,3.0,16.0,4.0,1.0,11137.0,31.0,1.0,16.0,1592.0,,,,3.0,,,,,1.0,1.0,1.0,,,1.0,,8.0,11.0,,,,,,22.0,,11.0,4.0,1.0,,,,,,,,,,,,,,,,,,9.0,282.0,,1.0,1.0,,,2.0,21.0,12.0,37.0,2.0,1.0,,,289.0,,153.0,,,389.0,,,4.0,2358.0,350.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,6593.0,6962.0,7848.0,258.0,244.0,71.0,89.0,,1.0,,,2.0,3.0,,8267.0,79.0,5.0,21.0,1389.0,,,,1.0,,,,,,,7.0,,,,,3.0,16.0,,,,,,41.0,,28.0,3.0,1.0,,,,,,,,,,,,,,,,,,18.0,293.0,,7.0,,,,2.0,51.0,18.0,37.0,1.0,,,,421.0,,176.0,,,336.0,,,,2057.0,118.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,11201.0,11911.0,13401.0,508.0,576.0,671.0,68.0,,4.0,,2.0,9.0,4.0,2.0,13838.0,182.0,3.0,34.0,1701.0,2.0,1.0,,7.0,,,,,,,6.0,,,,,1.0,20.0,,,,,1.0,43.0,,25.0,9.0,,,,,,,,,,,,,,,,,,,24.0,492.0,,10.0,2.0,3.0,,7.0,71.0,39.0,78.0,6.0,,,,1.514,,178.0,,,676.0,,,,3694.0,172.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,12437.0,15855.0,18704.0,1025.0,621.0,97.0,169.0,2.0,5.0,1.0,3.0,11.0,15.0,2.0,21322.0,71.0,2.0,27.0,1688.0,3.0,,,16.0,,,,,,1.0,11.0,,,,2.0,9.0,110.0,,,,,,36.0,9.0,26.0,3.0,,,1.0,,,,,,,,,,,,,,1.0,,41.0,630.0,1.0,22.0,5.0,12.0,3.0,3.0,175.0,25.0,52.0,,3.0,,,45.0,1.0,162.0,,,791.0,,,8.0,5824.0,522.0,3.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,9166.0,10655.0,11611.0,418.0,292.0,88.0,54.0,1.0,2.0,,3.0,18.0,10.0,3.0,12280.0,115.0,5.0,26.0,2133.0,1.0,1.0,,4.0,,,,,,1.0,3.0,,,,,3.0,11.0,,,,,,19.0,,17.0,1.0,,,,,,,,,,,,,,,,,,,15.0,422.0,2.0,6.0,,,,1.0,26.0,14.0,57.0,,,,,883.0,1.0,155.0,,,341.0,,,1.0,2721.0,399.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,6858.0,7245.0,7120.0,106.0,122.0,46.0,27.0,,3.0,,4.0,6.0,2.0,,6838.0,34.0,5.0,16.0,1521.0,,,,10.0,,,,,,,7.0,,1.0,,1.0,7.0,7.0,,,,,,4.0,,7.0,1.0,,,,,,,,,,,,,,,,,,,9.0,197.0,1.0,1.0,,1.0,1.0,3.0,23.0,12.0,32.0,3.0,,,,661.0,,177.0,,1.0,918.0,,,1.0,2383.0,156.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,15603.0,16271.0,17778.0,727.0,719.0,105.0,72.0,2.0,,,10.0,17.0,6.0,4.0,17916.0,128.0,4.0,33.0,2031.0,,,,8.0,,,,,,,2.0,,,,,2.0,23.0,,,,,,10.0,,20.0,3.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,43.0,604.0,,8.0,1.0,,,2.0,86.0,33.0,65.0,2.0,1.0,,1.0,507.0,,179.0,,,267.0,,,,5831.0,323.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,13343.0,14721.0,15302.0,429.0,369.0,103.0,46.0,1.0,5.0,,56.0,17.0,21.0,3.0,12819.0,129.0,5.0,19.0,4488.0,,4.0,,6.0,,,,,,,13.0,,,,,13.0,21.0,,,,,,24.0,,18.0,3.0,,,,,,,,,,,,,,,,,,,25.0,487.0,,9.0,,,,4.0,44.0,19.0,73.0,6.0,,,,878.0,,301.0,,1.0,1.071,,,9.0,3178.0,344.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,7281.0,8541.0,9185.0,400.0,313.0,71.0,35.0,2.0,1.0,,4.0,10.0,4.0,,7094.0,115.0,2.0,28.0,2500.0,1.0,1.0,,1.0,,1.0,,,,1.0,3.0,,,,,,4.0,,,,,1.0,15.0,4.0,8.0,4.0,1.0,,1.0,,,,,,,,,,,,,,,,19.0,269.0,1.0,5.0,2.0,1.0,,1.0,46.0,17.0,26.0,3.0,,,,959.0,3.0,138.0,,,716.0,,,,2558.0,156.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU SELATAN,7641.0,8147.0,9304.0,217.0,261.0,58.0,60.0,,1.0,,1.0,11.0,9.0,4.0,10886.0,40.0,2.0,21.0,1439.0,7.0,,,,,,,,,,1.0,,,,,1.0,7.0,,,,,,18.0,,10.0,1.0,,,,,,,,,,,,,,,,,,,13.0,390.0,,3.0,1.0,1.0,,2.0,24.0,15.0,44.0,3.0,,,,180.0,2.0,243.0,1.0,,180.0,,,,2540.0,123.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,8912.0,8902.0,9819.0,316.0,238.0,72.0,33.0,1.0,7.0,,3.0,9.0,6.0,1.0,9703.0,84.0,1.0,2.0,1934.0,1.0,1.0,,1.0,,,1.0,,,,2.0,,,,,,10.0,,,,,,18.0,,11.0,,,,,,,,,,,,,,,,,,,,18.0,410.0,1.0,4.0,,2.0,,1.0,23.0,18.0,48.0,1.0,,,,143.0,,226.0,,,451.0,,,,3576.0,163.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,9990.0,10766.0,11969.0,238.0,272.0,79.0,249.0,12.0,5.0,,182.0,27.0,3.0,12.0,9950.0,75.0,2.0,25.0,3090.0,2.0,24.0,,2.0,,,,,,,7.0,,1.0,,,5.0,9.0,,,,,,15.0,,10.0,,,,,,,,,,,,,,,,,,,,11.0,436.0,,4.0,,,,2.0,21.0,28.0,45.0,,,,,173.0,,344.0,,,541.0,,,1.0,2123.0,306.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,12049.0,8447.0,12621.0,378.0,369.0,48.0,51.0,1.0,50.0,,3.0,13.0,10.0,3.0,21591.0,108.0,1.0,10.0,822.0,7.0,1.0,,7.0,,,,,,,2.0,,,,2.0,2.0,3.0,,,,,,16.0,,24.0,,1.0,,1.0,,,,,,,,,,,,,,,,24.0,479.0,,8.0,,3.0,,4.0,66.0,20.0,47.0,6.0,,,,81.0,,233.0,,,595.0,,,,4348.0,345.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,5266.0,5935.0,6682.0,61.0,169.0,72.0,36.0,4.0,37.0,1.0,307.0,13.0,4.0,3.0,4357.0,32.0,1.0,10.0,1743.0,2.0,15.0,,1.0,,,,,,,2.0,,,,,1.0,6.0,,,,,,9.0,,6.0,2.0,,,,,,,,,,,,,,,,,,,10.0,208.0,,2.0,,,,3.0,9.0,13.0,16.0,1.0,,,,107.0,,179.0,,,185.0,,,,1259.0,91.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,16333.0,18011.0,18631.0,100.0,125.0,77.0,27.0,9.0,5.0,1.0,2512.0,37.0,14.0,9.0,10502.0,13.0,,14.0,5726.0,5.0,23.0,,1.0,,,,1.0,,,4.0,,,,,9.0,4.0,,,,,,5.0,,18.0,3.0,,,,,,,,,,,,,,,,,,,9.0,356.0,,3.0,1.0,,1.0,,14.0,12.0,42.0,,,,,384.0,,575.0,,1.0,1.589,,,2.0,6942.0,631.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,7022.0,7938.0,9811.0,404.0,318.0,247.0,371.0,2.0,11.0,,9.0,7.0,5.0,1.0,9083.0,38.0,,6.0,1105.0,3.0,4.0,,2.0,,,,,,,,,,,,3.0,2.0,,,,,,14.0,,5.0,,,,,,,,,,,,,,,,,,,,14.0,379.0,,7.0,,,,,24.0,17.0,50.0,1.0,,,,185.0,,253.0,,,36.0,,,,2630.0,102.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,7600.0,7709.0,10065.0,254.0,329.0,116.0,179.0,4.0,197.0,,3.0,40.0,5.0,4.0,8583.0,60.0,2.0,25.0,1217.0,17.0,,,,1.0,,,,,,1.0,,,,,5.0,2.0,,,,,,4.0,,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,20.0,584.0,,1.0,,,,2.0,22.0,22.0,55.0,3.0,1.0,,,105.0,,165.0,,,247.0,,,,2120.0,197.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,14251.0,15444.0,18120.0,690.0,988.0,391.0,94.0,1.0,1.0,,3.0,15.0,12.0,14.0,18588.0,67.0,5.0,88.0,2712.0,1.0,1.0,,3.0,,,,,,,5.0,,,,,3.0,24.0,,,,,,30.0,,16.0,,1.0,,,,,,,,,,,,,,,,,,29.0,698.0,1.0,18.0,,,,2.0,49.0,25.0,108.0,4.0,,,,332.0,2.0,449.0,2.0,1.0,749.0,,,,4170.0,362.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,6724.0,8459.0,8612.0,206.0,145.0,31.0,24.0,2.0,,,1.0,2.0,4.0,1.0,12695.0,27.0,,3.0,963.0,,,,5.0,,,,,,,37.0,,,,,15.0,3.0,2.0,,,,,12.0,5.0,7.0,1.0,,,,,1.0,,,,,,,,,,,,,,16.0,242.0,1.0,4.0,1.0,3.0,1.0,3.0,47.0,3.0,9.0,,,,,21.0,,110.0,,,455.0,,,5.0,2750.0,168.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,15399.0,18036.0,18482.0,219.0,173.0,95.0,33.0,14.0,,,,31.0,17.0,11.0,24772.0,31.0,,7.0,4040.0,5.0,,,1.0,,,,,,,16.0,,,,1.0,2.0,12.0,1.0,,,,,15.0,2.0,19.0,3.0,,,,,,,,,,,,,,,,,,,10.0,395.0,1.0,1.0,1.0,1.0,,4.0,30.0,4.0,30.0,2.0,2.0,,,20.0,1.0,272.0,,,823.0,,,,5241.0,512.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,5155.0,5301.0,5560.0,56.0,68.0,32.0,11.0,3.0,,,3.0,8.0,5.0,,8197.0,11.0,,10.0,477.0,2.0,3.0,,,,,,,,,,,,,1.0,3.0,5.0,,,,,,1.0,,11.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,10.0,85.0,,5.0,2.0,1.0,,5.0,20.0,5.0,5.0,,,,,141.0,,109.0,,,253.0,,,,2221.0,74.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,4993.0,7186.0,8343.0,1223.0,470.0,41.0,14.0,1.0,1.0,,,3.0,8.0,,11252.0,208.0,6.0,15.0,122.0,,,,24.0,,,,,,,4.0,,,,,3.0,18.0,,,,,,65.0,2.0,14.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,74.0,264.0,13.0,32.0,15.0,8.0,,18.0,315.0,12.0,22.0,7.0,5.0,1.0,,13.0,1.0,22.0,,,225.0,,,,2807.0,148.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,7152.0,10080.0,12585.0,749.0,286.0,37.0,25.0,,6.0,,,8.0,3.0,,15369.0,105.0,2.0,17.0,398.0,5.0,,,8.0,,,,1.0,,1.0,2.0,,,,,,3.0,,,,,,52.0,3.0,24.0,,,,,,,,,,,,,,,,,,,,76.0,377.0,6.0,31.0,6.0,5.0,,9.0,262.0,6.0,10.0,2.0,2.0,,,19.0,,151.0,,,167.0,,,1.0,4155.0,437.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,5887.0,7395.0,9316.0,1037.0,481.0,1075.0,50.0,1.0,3.0,,1.0,2.0,4.0,1.0,9448.0,88.0,3.0,14.0,401.0,1.0,,,15.0,,,1.0,,,,,,,,,,6.0,,,,1.0,,35.0,10.0,21.0,1.0,,,5.0,,,,,,,,,,,,,,,,48.0,241.0,3.0,29.0,12.0,4.0,3.0,18.0,206.0,16.0,35.0,4.0,2.0,,,40.0,1.0,46.0,,,264.0,,,,2983.0,184.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,12364.0,14512.0,15976.0,375.0,598.0,39.0,50.0,6.0,2.0,,2.0,16.0,14.0,8.0,19067.0,71.0,2.0,19.0,1751.0,1.0,,,4.0,,,,,,,3.0,,,,,7.0,9.0,,,,,,32.0,4.0,35.0,4.0,,,,,,,,,,,,,,,,,,,28.0,644.0,1.0,15.0,2.0,5.0,,4.0,109.0,28.0,25.0,1.0,1.0,,,4.0,,168.0,,,417.0,1.0,,,4307.0,384.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,13801.0,15403.0,19855.0,399.0,409.0,44.0,61.0,6.0,7.0,,1.0,10.0,11.0,19.0,20979.0,107.0,4.0,23.0,1544.0,12.0,,,1.0,,,,,,,7.0,,,,,6.0,9.0,,,,,,30.0,,27.0,,,,1.0,,,,,,,,,,,,,,,,35.0,879.0,6.0,17.0,6.0,1.0,,1.0,64.0,30.0,43.0,3.0,,,,1.0,,165.0,,,775.0,,,1.0,5001.0,407.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,11820.0,13338.0,15429.0,332.0,211.0,58.0,41.0,11.0,4.0,,,19.0,5.0,12.0,21224.0,23.0,3.0,10.0,691.0,4.0,,,5.0,,,,,,,1.0,,,,,6.0,5.0,1.0,,,,,24.0,,28.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,41.0,579.0,1.0,17.0,1.0,4.0,,4.0,89.0,21.0,24.0,,,,,1.0,,152.0,,,452.0,,,4.0,4584.0,391.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,5461.0,6515.0,8816.0,164.0,169.0,45.0,88.0,1.0,,,,13.0,3.0,8.0,11625.0,6.0,1.0,1.0,629.0,,,,2.0,,,,,,,,,,,,1.0,3.0,,,,,,12.0,,15.0,,,,2.0,,,,,,,,,,,,,,,,8.0,209.0,,3.0,1.0,,,1.0,8.0,4.0,12.0,,,,,6.0,,79.0,,,126.0,,,,1760.0,144.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,27262.0,29623.0,31685.0,450.0,263.0,82.0,113.0,7.0,8.0,,4.0,91.0,39.0,26.0,51459.0,24.0,1.0,17.0,1586.0,10.0,,,3.0,,,,,,,7.0,,,,1.0,7.0,8.0,1.0,,,,,42.0,,44.0,2.0,,,2.0,,,,,,,,,,,,,,1.0,,25.0,730.0,2.0,10.0,2.0,,,1.0,45.0,32.0,49.0,1.0,,,,7.0,,285.0,,,816.0,,,11.0,4123.0,1396.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,16200.0,17042.0,18835.0,294.0,374.0,102.0,93.0,12.0,4.0,1.0,,31.0,8.0,7.0,24933.0,11.0,,8.0,2692.0,5.0,1.0,,1.0,,,,,,,8.0,,,,,2.0,5.0,,,,,,29.0,,36.0,1.0,,,,,,,,,,,,,,,,,,,15.0,744.0,5.0,9.0,2.0,1.0,,2.0,60.0,23.0,70.0,3.0,,,,6.0,1.0,228.0,,,444.0,,,,4405.0,564.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,2964.0,3905.0,4377.0,276.0,145.0,14.0,8.0,,1.0,2.0,,5.0,4.0,2.0,6114.0,42.0,4.0,9.0,279.0,,,,2.0,,,,,,,3.0,,,,,,6.0,1.0,,,,,15.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,15.0,114.0,,8.0,3.0,4.0,,3.0,90.0,6.0,7.0,2.0,,,,1.0,1.0,80.0,,,259.0,,,1.0,1591.0,83.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,2526.0,3894.0,4397.0,314.0,137.0,9.0,18.0,1.0,,,,1.0,3.0,1.0,6341.0,22.0,2.0,4.0,218.0,,,,7.0,,,,,,,6.0,,,,2.0,7.0,7.0,,,,,,19.0,,8.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,31.0,137.0,,5.0,3.0,3.0,1.0,3.0,98.0,4.0,8.0,1.0,2.0,,,2.0,,32.0,,1.0,144.0,,,3.0,1340.0,77.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,5098.0,6555.0,7418.0,479.0,314.0,66.0,22.0,5.0,1.0,,,11.0,6.0,2.0,9613.0,89.0,2.0,13.0,705.0,,,,3.0,,,,,,,3.0,,,,,8.0,26.0,,,,1.0,,24.0,1.0,21.0,1.0,1.0,,2.0,,,,,,,,,,1.0,,,,,,63.0,187.0,1.0,21.0,4.0,3.0,3.0,8.0,161.0,7.0,17.0,7.0,,,,4.0,,194.0,,,336.0,,,,2258.0,240.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,4963.0,6985.0,7418.0,425.0,255.0,15.0,18.0,14.0,,,1.0,5.0,8.0,1.0,11060.0,38.0,1.0,6.0,354.0,,,,4.0,,,,,,,4.0,,,,,11.0,6.0,,,,1.0,,15.0,10.0,15.0,,,,,,,,,,,,,,,,,,,,29.0,206.0,,8.0,5.0,3.0,,4.0,105.0,6.0,9.0,2.0,3.0,,,4.0,,55.0,,,160.0,,,29.0,2534.0,233.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,4379.0,5000.0,5370.0,452.0,266.0,14.0,10.0,11.0,1.0,1.0,2.0,6.0,4.0,,9151.0,59.0,3.0,3.0,252.0,3.0,,,11.0,,,,,,,5.0,,,,,2.0,12.0,,,,1.0,,14.0,,15.0,,,,,,1.0,,,,1.0,,,,,,,,,,27.0,146.0,,16.0,6.0,9.0,6.0,9.0,132.0,7.0,10.0,1.0,1.0,,,,2.0,62.0,,,301.0,,,1.0,1954.0,107.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,6369.0,9449.0,9620.0,175.0,72.0,14.0,8.0,,1.0,,4.0,3.0,3.0,,13993.0,4.0,1.0,1.0,217.0,,1.0,,2.0,,,,,,,1.0,,,,,1.0,3.0,,,,,,26.0,,10.0,2.0,1.0,,,,,,,,,,,,,,,,,,11.0,177.0,,5.0,,,,,56.0,2.0,5.0,,,,,2.0,,62.0,,,170.0,,,2.0,3541.0,131.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,7055.0,9212.0,9391.0,249.0,109.0,21.0,24.0,6.0,3.0,,2.0,12.0,6.0,4.0,13107.0,68.0,1.0,10.0,711.0,,,,4.0,,,,,,1.0,2.0,,,,,2.0,5.0,,,,,,26.0,,24.0,2.0,,,1.0,,,,,,,,,,,,,,1.0,,21.0,232.0,,9.0,2.0,3.0,,1.0,70.0,7.0,10.0,1.0,1.0,,,1.0,,164.0,,,396.0,,,1.0,3613.0,274.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,2434.0,4016.0,3788.0,141.0,22.0,6.0,4.0,23.0,,,,1.0,,1.0,5351.0,10.0,,,311.0,,,,4.0,,,,,,,1.0,1.0,,,,14.0,4.0,,,1.0,,,19.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,7.0,64.0,,2.0,,2.0,,1.0,27.0,,2.0,1.0,,,,,1.0,26.0,,,191.0,,,8.0,1036.0,58.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,3405.0,4903.0,4996.0,93.0,31.0,5.0,4.0,,,,2.0,12.0,2.0,6.0,6024.0,10.0,1.0,1.0,531.0,,,,2.0,,,,,,,1.0,,1.0,,,5.0,3.0,,,,,,3.0,,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,5.0,80.0,1.0,4.0,4.0,,,2.0,22.0,1.0,1.0,,,,,,,68.0,,,193.0,,,,1393.0,172.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MAPHAR,2792.0,4184.0,4436.0,99.0,28.0,4.0,2.0,,,,,6.0,2.0,1.0,6420.0,9.0,1.0,5.0,18.0,1.0,,,5.0,,,,,,,8.0,,,,,6.0,,2.0,,,,,6.0,,4.0,,,,,,,,,,,,,,,,,,,,11.0,38.0,,5.0,2.0,1.0,,,47.0,,,,,,1.0,,,61.0,,1.0,3.0,,,,1816.0,143.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TANGKI,2168.0,3139.0,3050.0,64.0,9.0,5.0,3.0,7.0,,,1.0,2.0,2.0,2.0,5166.0,,,3.0,384.0,,,,5.0,,,,,,,14.0,,,,,8.0,4.0,,,,2.0,,9.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,47.0,,1.0,,,2.0,,10.0,,5.0,,1.0,,,,,33.0,,,161.0,1.0,,,636.0,49.0,
