tahun,nama_provinsi,nama_kabupaten/kota,nama_kecamatan,nama_kelurahan,belum/tidakbekerja,mengurus_rumah_tangga,pelajar/mahasiswa,pensiunan,pegawai_negeri_sipil,tentara_nasional_indonesia,kepolisian_ri,perdagangan,petani_pekebun,peternak,nelayan/perikanan,industri,konstruksi,transportasi,karyawan_swasta,karyawan_bumn,karyawan_bumd,karyawan_honorer,buruh_harian_lepas,buruh_tani_perkebunan,buruh_nelayan_perikanan,buruh_peternakan,pembantu_rumah_tangga,tukang_cukur,tukang_listrik,tukang_batu,tukang_kayu,tukang_sol_sepatu,tukang_las_pandai_besi,tukang_jahit,tukang_gigi,penata_rias,penata_busana,penata_rambut,mekanik,seniman,tabib,paraji,perancang_busana,penterjemah,imam_mesjid,pendeta,pastor,wartawan,ustadz_mubaligh,juru_masak,promotor_acara,anggota_dpr_ri,anggota_dpd,anggota_bpk,presiden,wakil_presiden,anggota_mahkamah_konstitusi,anggota_kabinet_kementerian,duta_besar,gubernur,wakil_gubernur,bupati,wakil_bupati,walikota,wakil_walikota,anggota_dprd_provinsi,anggota_dprd_kabupaten_kota,dosen,guru,pilot,pengacara,notaris,arsitek,akuntan,konsultan,dokter,bidan,perawat,apoteker,psikiater_psikolog,penyiar_televisi,penyiar_radio,pelaut,peneliti,sopir,pialang,paranormal,pedagang,perangkat_desa,kepala_desa,biarawati,wiraswasta,lainnya,hakim
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,6700.0,7424.0,8746.0,362.0,534.0,114.0,43.0,1.0,,,1.0,11.0,9.0,,10231.0,115.0,12.0,50.0,934.0,,1.0,,6.0,,,,,,2.0,3.0,,,4.0,,10.0,36.0,,,,,,14.0,,39.0,5.0,,,2.0,,,,,,,,,,,,,,,,55.0,317.0,2.0,15.0,4.0,1.0,,4.0,82.0,12.0,51.0,3.0,,,1.0,21.0,,139.0,,,365.0,,,,2652.0,126.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,6325.0,6970.0,9029.0,646.0,770.0,567.0,203.0,,,,,4.0,3.0,,9794.0,112.0,10.0,36.0,549.0,,,,9.0,,,,,,,,,,,,,17.0,,,,1.0,1.0,8.0,1.0,26.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,44.0,382.0,8.0,12.0,2.0,2.0,,4.0,100.0,19.0,74.0,4.0,1.0,1.0,,6.0,2.0,86.0,,,420.0,,,,2362.0,128.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,5359.0,4834.0,5984.0,345.0,614.0,2387.0,78.0,,1.0,,1.0,2.0,3.0,3.0,4294.0,95.0,8.0,34.0,268.0,,,,3.0,,,,,,,,,,,,,6.0,,,,,,3.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,,,,21.0,334.0,,2.0,2.0,,,3.0,57.0,28.0,95.0,3.0,1.0,,,7.0,,58.0,1.0,,65.0,,,,1685.0,75.0,1.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,8230.0,8166.0,10133.0,593.0,980.0,701.0,156.0,8.0,5.0,,1.0,3.0,2.0,5.0,10344.0,117.0,4.0,31.0,735.0,3.0,,,7.0,,,,,,,,,2.0,,1.0,5.0,17.0,,,,,,12.0,3.0,26.0,1.0,,,,,,,,,,,,,,,,,,,38.0,587.0,4.0,16.0,1.0,1.0,,4.0,42.0,38.0,83.0,3.0,1.0,,,15.0,,162.0,,,266.0,,,,2791.0,153.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,7878.0,8064.0,11487.0,713.0,1289.0,766.0,141.0,,6.0,1.0,,5.0,2.0,,9506.0,257.0,14.0,65.0,841.0,3.0,,,5.0,1.0,,,,,,7.0,,,,,6.0,19.0,,,,1.0,,6.0,,33.0,,1.0,,,1.0,,,,,,,,,,,1.0,,,,49.0,805.0,1.0,16.0,2.0,3.0,,3.0,51.0,29.0,75.0,2.0,,,,10.0,1.0,172.0,1.0,,248.0,,1.0,,3065.0,147.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,8751.0,8843.0,10239.0,404.0,731.0,818.0,202.0,4.0,2.0,,,1.0,2.0,1.0,11224.0,70.0,6.0,52.0,685.0,,1.0,,,,,,,,,1.0,,,,,8.0,12.0,2.0,,,,,7.0,,21.0,1.0,,,,,,,,,,,,,,,,,,,32.0,468.0,1.0,4.0,1.0,1.0,2.0,2.0,38.0,25.0,61.0,2.0,,1.0,,10.0,1.0,214.0,,,402.0,,,,2784.0,131.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,17325.0,17340.0,20789.0,289.0,467.0,77.0,60.0,3.0,5.0,,,10.0,9.0,5.0,27177.0,65.0,3.0,9.0,1300.0,2.0,,,4.0,,,,2.0,,,1.0,,,,,1.0,4.0,,,,,,5.0,,16.0,,,,2.0,,,,,,,,,,,,,,,,31.0,653.0,,9.0,1.0,1.0,,2.0,35.0,34.0,43.0,,,,,7.0,1.0,146.0,,,538.0,1.0,,,6880.0,405.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,RAWA TERATE,5979.0,6069.0,6086.0,108.0,98.0,42.0,20.0,1.0,3.0,,,6.0,8.0,1.0,8083.0,16.0,1.0,6.0,738.0,2.0,,,3.0,,,,,,,,,,,,1.0,4.0,,,,,,3.0,,9.0,,,,1.0,,,,,,,,,,,,,,,,9.0,175.0,,4.0,1.0,,,,10.0,8.0,16.0,,,,,9.0,,171.0,,,271.0,,,,2383.0,152.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,19179.0,20664.0,24129.0,946.0,1122.0,104.0,90.0,,15.0,,1.0,21.0,23.0,1.0,23725.0,301.0,27.0,44.0,2454.0,10.0,,1.0,3.0,,,,1.0,,,9.0,,,1.0,,10.0,21.0,1.0,,,,1.0,6.0,,55.0,2.0,,,1.0,,,,,,,,,,,,,,,,57.0,1.015,7.0,23.0,2.0,2.0,1.0,1.0,89.0,39.0,77.0,4.0,,,,23.0,,349.0,,,1.056,,,,8479.0,322.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,11735.0,11472.0,14244.0,316.0,443.0,75.0,69.0,41.0,158.0,,,11.0,13.0,3.0,18582.0,51.0,3.0,14.0,410.0,3.0,,1.0,2.0,,,,,,,,,,,,,6.0,,,,,,6.0,,15.0,,,,,,,,,,,,,,,,,,,,17.0,832.0,1.0,6.0,2.0,,,1.0,32.0,17.0,74.0,1.0,,,,11.0,,182.0,,,389.0,,,,3373.0,274.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PULO GEBANG,14962.0,18744.0,25040.0,1241.0,1340.0,274.0,115.0,1.0,1.0,,1.0,25.0,30.0,3.0,23586.0,310.0,8.0,56.0,1021.0,4.0,,,11.0,,,1.0,,,,,,,,,2.0,30.0,,,1.0,,,27.0,,29.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,84.0,1.064,3.0,28.0,5.0,3.0,2.0,3.0,142.0,45.0,83.0,4.0,2.0,,,29.0,2.0,422.0,,,511.0,,,,7880.0,633.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,5535.0,6197.0,7425.0,302.0,376.0,43.0,36.0,2.0,19.0,,,3.0,5.0,3.0,7748.0,90.0,2.0,25.0,431.0,4.0,,,,,,1.0,,,,1.0,,,1.0,,4.0,7.0,,,1.0,,1.0,11.0,1.0,13.0,2.0,,,2.0,,,,,,,,,,,,,,,,30.0,330.0,,10.0,4.0,2.0,1.0,1.0,56.0,13.0,22.0,1.0,,,,22.0,1.0,96.0,,,244.0,,,6.0,2208.0,223.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,12493.0,10927.0,13102.0,229.0,226.0,186.0,63.0,2.0,16.0,,2.0,15.0,20.0,6.0,18546.0,55.0,1.0,19.0,567.0,1.0,1.0,,1.0,,,,,,,1.0,,1.0,,,3.0,9.0,,,,,,39.0,,19.0,,,,,,,,,,,,,,,,,,1.0,,14.0,477.0,,3.0,1.0,,1.0,,20.0,25.0,46.0,3.0,,,,17.0,,302.0,,,578.0,,,,5033.0,419.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,9591.0,12375.0,16356.0,1505.0,1307.0,41.0,58.0,6.0,2.0,,,5.0,8.0,3.0,15412.0,495.0,22.0,72.0,1639.0,3.0,1.0,,36.0,,,,,,,2.0,,,,1.0,16.0,21.0,,,,1.0,,21.0,,49.0,6.0,,,4.0,1.0,,,,,,,,,,,,,1.0,,169.0,665.0,10.0,49.0,16.0,8.0,5.0,16.0,255.0,20.0,58.0,4.0,4.0,,,13.0,,287.0,,,389.0,,,3.0,5276.0,289.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,10886.0,12010.0,15654.0,1419.0,1536.0,94.0,67.0,2.0,9.0,,1.0,18.0,23.0,4.0,16203.0,375.0,13.0,51.0,1149.0,1.0,,,17.0,1.0,,,2.0,,,8.0,,1.0,,,8.0,29.0,,,,1.0,,14.0,1.0,64.0,,,,,,,,,1.0,,,,,,,,,,,94.0,697.0,7.0,30.0,8.0,7.0,,12.0,222.0,36.0,44.0,6.0,4.0,,,15.0,,329.0,,,562.0,,,,5269.0,386.0,1.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,13700.0,15163.0,18057.0,914.0,997.0,66.0,75.0,6.0,2.0,,,26.0,22.0,5.0,18462.0,203.0,8.0,22.0,2583.0,3.0,,,8.0,,,,,,,7.0,,,1.0,,11.0,18.0,,,,,,21.0,,33.0,2.0,,,,,1.0,,,1.0,,,,,,,,,1.0,,87.0,728.0,8.0,18.0,1.0,3.0,2.0,5.0,136.0,18.0,56.0,6.0,,,,12.0,,422.0,,1.0,1.009,,,,5894.0,482.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,11115.0,12935.0,18197.0,1961.0,2044.0,82.0,82.0,2.0,8.0,,1.0,23.0,25.0,7.0,17331.0,488.0,24.0,50.0,797.0,6.0,1.0,,18.0,,,,1.0,,,8.0,,,,,5.0,22.0,,,,2.0,1.0,27.0,,68.0,4.0,1.0,,6.0,,1.0,,,,,,,,,,,,,,143.0,813.0,13.0,61.0,19.0,9.0,3.0,26.0,358.0,33.0,45.0,7.0,3.0,,,12.0,2.0,183.0,,,249.0,,,2.0,6822.0,811.0,1.0
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,5278.0,5105.0,7431.0,1375.0,1135.0,59.0,35.0,,1.0,,,4.0,3.0,1.0,8658.0,314.0,14.0,34.0,150.0,,,,11.0,,,,,,,,,,,,2.0,15.0,,,,,,13.0,,45.0,1.0,,,,,,,,,1.0,,,,,,,,,,76.0,576.0,1.0,17.0,4.0,2.0,,4.0,114.0,11.0,35.0,5.0,,,,18.0,,28.0,,2.0,116.0,,,,1882.0,169.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,5808.0,5783.0,8280.0,1622.0,1273.0,53.0,46.0,2.0,1.0,,,2.0,9.0,2.0,9838.0,225.0,9.0,52.0,144.0,,,,10.0,,,,1.0,,,,,,1.0,,6.0,12.0,,,,,,17.0,,49.0,2.0,,,1.0,,,,,,,,,,,,,,,,56.0,687.0,3.0,23.0,4.0,3.0,,6.0,55.0,9.0,59.0,14.0,1.0,,,18.0,1.0,50.0,,,164.0,,,,1890.0,134.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,6433.0,6977.0,8837.0,797.0,731.0,42.0,49.0,1.0,3.0,,,6.0,11.0,1.0,8583.0,256.0,13.0,38.0,670.0,4.0,,,11.0,,,,,,,3.0,,,,,5.0,26.0,,,,1.0,,24.0,,35.0,,,,1.0,,,,,,,,,,,,,,,,48.0,474.0,4.0,16.0,9.0,3.0,1.0,7.0,85.0,8.0,30.0,2.0,,,1.0,10.0,,185.0,,,384.0,,,,3273.0,143.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,MAKASAR,6482.0,7247.0,8744.0,729.0,768.0,139.0,125.0,2.0,4.0,,1.0,4.0,7.0,5.0,9176.0,125.0,9.0,59.0,983.0,1.0,1.0,,5.0,,,,,,1.0,2.0,,1.0,,,7.0,18.0,,,,,,7.0,1.0,26.0,2.0,,,,,,,,,,,,,,,,,,,38.0,429.0,4.0,11.0,1.0,2.0,,2.0,24.0,14.0,54.0,1.0,,,,9.0,1.0,156.0,,,359.0,,,,2271.0,203.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,PINANG RANTI,4899.0,5212.0,6546.0,313.0,422.0,118.0,94.0,,1.0,,,3.0,,4.0,6780.0,109.0,16.0,34.0,407.0,1.0,,,1.0,,,,,,,3.0,,,,,4.0,26.0,,,,,,19.0,,21.0,,,,,,,,,,,,,,,,,,,,38.0,273.0,,12.0,,1.0,,4.0,32.0,11.0,51.0,,,,,9.0,,76.0,,,24.0,,,,2371.0,85.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,KEBON PALA,8976.0,9934.0,11233.0,870.0,877.0,190.0,127.0,2.0,1.0,,1.0,6.0,11.0,1.0,13500.0,137.0,3.0,29.0,1461.0,,,,3.0,,,,,,,,,,,,,18.0,,,,,,21.0,,45.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,34.0,597.0,6.0,13.0,1.0,1.0,,10.0,55.0,29.0,82.0,3.0,,,,20.0,,167.0,,,129.0,,,1.0,3386.0,319.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,5449.0,5254.0,8847.0,424.0,1025.0,5175.0,120.0,1.0,1.0,,,,5.0,,5222.0,120.0,4.0,46.0,184.0,,,,6.0,,,,,,,3.0,,,,,2.0,5.0,,,,,1.0,2.0,,7.0,,,,,,,,,,,,,,,,,,,,22.0,419.0,11.0,6.0,6.0,1.0,1.0,2.0,100.0,31.0,114.0,4.0,1.0,,,2.0,1.0,23.0,,,49.0,,,,792.0,114.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,7213.0,8287.0,11907.0,1017.0,1039.0,122.0,70.0,4.0,8.0,,1.0,11.0,19.0,1.0,12304.0,232.0,6.0,19.0,725.0,3.0,,,10.0,,,,,,,10.0,,1.0,,,3.0,21.0,,,,,,12.0,,34.0,2.0,,,3.0,,,,,,,,,,,,,,1.0,,84.0,586.0,9.0,29.0,9.0,5.0,,2.0,141.0,17.0,35.0,,3.0,1.0,1.0,10.0,,127.0,,,347.0,,,,2853.0,257.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,12006.0,13398.0,16454.0,593.0,1101.0,224.0,607.0,23.0,9.0,,1.0,11.0,9.0,5.0,18079.0,109.0,6.0,41.0,998.0,4.0,,,2.0,,1.0,,,,,8.0,,1.0,,,12.0,16.0,,,1.0,,,17.0,,27.0,6.0,,,,,,,,,,1.0,,,,,,,,,38.0,836.0,,9.0,3.0,2.0,,3.0,57.0,32.0,104.0,3.0,,,,11.0,,264.0,,1.0,660.0,,,,3877.0,426.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIBUBUR,12563.0,13639.0,16725.0,1117.0,1280.0,825.0,233.0,8.0,26.0,,2.0,15.0,21.0,3.0,16631.0,245.0,20.0,49.0,1151.0,2.0,,,38.0,1.0,,,,,,17.0,,1.0,,,3.0,31.0,,,,,,23.0,1.0,50.0,10.0,,,3.0,,,,,,,,,,,,,,1.0,,70.0,812.0,6.0,21.0,9.0,11.0,2.0,27.0,118.0,44.0,95.0,4.0,2.0,,,33.0,,338.0,,,605.0,,,1.0,4402.0,271.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,8370.0,9073.0,11287.0,729.0,1154.0,353.0,259.0,,3.0,,4.0,4.0,12.0,1.0,11515.0,127.0,8.0,24.0,1026.0,1.0,,,8.0,,,,,,,1.0,,,,,4.0,29.0,,,,,,35.0,,28.0,1.0,,,,,,,,,1.0,,,,,,,,,,46.0,722.0,6.0,15.0,3.0,2.0,1.0,2.0,70.0,31.0,65.0,1.0,,,,21.0,,186.0,,,217.0,,,4.0,2976.0,188.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,7098.0,7769.0,9109.0,341.0,562.0,91.0,118.0,,2.0,,1.0,2.0,11.0,1.0,11075.0,61.0,3.0,18.0,275.0,1.0,,,6.0,,,,,,,1.0,,,,,2.0,5.0,,,,,,7.0,,23.0,1.0,,,,1.0,,,,,,,,,,,,,,,21.0,436.0,,8.0,,,,,33.0,26.0,51.0,,,,,9.0,,247.0,,,540.0,,,,3017.0,157.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,7597.0,7638.0,8998.0,477.0,664.0,101.0,309.0,1.0,2.0,,,4.0,11.0,,8904.0,103.0,20.0,44.0,500.0,,1.0,,7.0,,,,,,,2.0,,,,,4.0,9.0,,,,1.0,1.0,7.0,,22.0,,,,,,,,,,,,,,,,,,,,29.0,474.0,1.0,2.0,,,,2.0,64.0,22.0,40.0,,,,,9.0,1.0,192.0,,,827.0,,,,3162.0,169.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,4800.0,4611.0,6375.0,309.0,668.0,311.0,68.0,1.0,7.0,,,,3.0,1.0,6174.0,69.0,6.0,33.0,198.0,,,,5.0,,,,,,,,,,,,3.0,16.0,,,,,,18.0,,18.0,,,,2.0,,,,,,,,,,,,,,,,39.0,341.0,,8.0,2.0,2.0,,5.0,45.0,14.0,32.0,5.0,1.0,,1.0,5.0,1.0,42.0,,,155.0,,,1.0,2017.0,80.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,4798.0,4993.0,7110.0,181.0,613.0,365.0,92.0,,2.0,,,,8.0,5.0,5901.0,68.0,6.0,17.0,168.0,18.0,,,2.0,,,1.0,,,,2.0,,,1.0,1.0,2.0,13.0,,,,1.0,,2.0,,13.0,,,,,,,,,,1.0,,,,,,,,,,30.0,361.0,,16.0,5.0,,,2.0,26.0,17.0,48.0,2.0,,,,10.0,1.0,125.0,,,148.0,,,,1982.0,90.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,3889.0,5130.0,7021.0,173.0,707.0,241.0,78.0,,10.0,,,3.0,1.0,1.0,5108.0,51.0,2.0,36.0,516.0,2.0,,,5.0,,,,,,,,,,,,3.0,20.0,,,,,,7.0,,7.0,,2.0,,,,,,,,,,,,,,,,,,15.0,378.0,,7.0,,1.0,1.0,1.0,16.0,17.0,26.0,,,,,4.0,1.0,130.0,,1.0,222.0,,,,1464.0,53.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,MUNJUL,4340.0,4757.0,5798.0,388.0,586.0,121.0,458.0,20.0,10.0,1.0,,3.0,4.0,2.0,4919.0,96.0,5.0,37.0,480.0,,,,8.0,,,,,1.0,,3.0,,,2.0,,7.0,14.0,,,,,,3.0,1.0,24.0,3.0,,,1.0,,,,,,,,,,,,,,,,20.0,317.0,1.0,4.0,1.0,2.0,,1.0,26.0,21.0,51.0,1.0,,,,6.0,,112.0,,,132.0,,,,1686.0,177.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,SETU,3306.0,3842.0,5009.0,174.0,449.0,128.0,54.0,9.0,20.0,,1.0,4.0,11.0,12.0,4010.0,80.0,4.0,14.0,201.0,,1.0,,2.0,,,,1.0,,,3.0,,,,,3.0,15.0,,,,,,2.0,,14.0,1.0,,1.0,,,,,,,,,,,,,,,,,22.0,192.0,3.0,7.0,3.0,1.0,,4.0,36.0,6.0,14.0,2.0,,,,4.0,,41.0,,,196.0,,,,1561.0,155.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,4692.0,5042.0,6335.0,294.0,797.0,126.0,75.0,5.0,25.0,,,3.0,5.0,4.0,6259.0,114.0,4.0,60.0,312.0,3.0,,,3.0,1.0,,,,,,,,,,,,8.0,,,,,,7.0,,18.0,,,,1.0,,,,,,1.0,,,,,,,,2.0,,31.0,271.0,1.0,8.0,,1.0,,5.0,60.0,7.0,18.0,,3.0,,,5.0,,39.0,,,76.0,,,,1920.0,111.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,11369.0,12516.0,16339.0,795.0,1335.0,402.0,149.0,,,,,5.0,10.0,,17237.0,193.0,11.0,41.0,682.0,,,,,,,,,,1.0,5.0,,,,,6.0,38.0,,,,1.0,,10.0,,41.0,4.0,1.0,,,,,,,,,,,,,,,,2.0,,51.0,881.0,4.0,17.0,1.0,2.0,,3.0,50.0,28.0,83.0,1.0,,,,24.0,,172.0,,1.0,369.0,,,,4198.0,152.0,
2014.0,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CEGER,3315.0,3514.0,4769.0,263.0,395.0,98.0,69.0,2.0,1.0,,,5.0,13.0,,4487.0,87.0,6.0,10.0,120.0,2.0,,,1.0,,,,,,,1.0,,,,,2.0,7.0,,,,,,3.0,,15.0,,,,,,,,,,,,,,,,,,2.0,,14.0,224.0,3.0,9.0,1.0,1.0,,1.0,28.0,9.0,37.0,2.0,,,,1.0,,62.0,,1.0,107.0,,,,1506.0,129.0,
